Timestamp;Backend;T1_Medio_us;T2_Medio_us;Error_Lectura_Medio_%
2026-05-06 19:33:22;ibm_kingston;267.81;169.79;2.74
2026-05-06 19:33:22;ibm_marrakesh;202.85;122.38;3.2
2026-05-07 07:33:27;ibm_fez;147.72;105.21;3.02
2026-05-07 07:33:27;ibm_kingston;267.81;169.79;2.87
2026-05-07 07:33:27;ibm_marrakesh;203.55;123.25;2.6
2026-05-07 19:33:31;ibm_fez;138.49;98.56;3.03
2026-05-07 19:33:31;ibm_kingston;271.46;177.59;2.77
2026-05-07 19:33:31;ibm_marrakesh;203.55;123.25;2.57
2026-05-08 07:33:36;ibm_fez;138.49;98.56;2.72
2026-05-08 07:33:36;ibm_kingston;271.46;177.59;2.67
2026-05-08 07:33:36;ibm_marrakesh;203.55;123.25;3.37
2026-05-08 19:33:41;ibm_fez;155.19;109.6;3.09
2026-05-08 19:33:41;ibm_kingston;271.46;177.59;2.73
2026-05-08 19:33:41;ibm_marrakesh;207.39;124.13;3.26
2026-05-09 07:33:46;ibm_fez;155.19;109.6;3.01
2026-05-09 07:33:46;ibm_kingston;271.46;177.59;2.64
2026-05-09 07:33:46;ibm_marrakesh;207.39;124.13;2.44
2026-05-09 19:33:50;ibm_fez;155.19;109.6;2.98
2026-05-09 19:33:50;ibm_kingston;271.46;177.59;2.82
2026-05-09 19:33:50;ibm_marrakesh;207.39;124.13;2.51
2026-05-10 07:33:55;ibm_fez;155.19;109.6;2.91
2026-05-10 07:33:55;ibm_kingston;271.46;177.59;2.77
2026-05-10 07:33:55;ibm_marrakesh;207.39;124.13;2.66
2026-05-10 19:33:59;ibm_fez;155.19;109.6;3.21
2026-05-10 19:33:59;ibm_kingston;271.46;177.59;2.88
2026-05-10 19:33:59;ibm_marrakesh;207.39;124.13;2.98
2026-05-11 07:34:03;ibm_fez;155.19;109.6;2.93
2026-05-11 07:34:03;ibm_kingston;271.46;177.59;2.68
2026-05-11 07:34:03;ibm_marrakesh;207.39;124.13;2.62
2026-05-11 19:34:07;ibm_fez;155.19;109.6;2.78
2026-05-11 19:34:07;ibm_kingston;271.46;177.59;2.67
2026-05-11 19:34:07;ibm_marrakesh;207.39;124.13;3.23
2026-05-12 07:34:12;ibm_fez;155.19;109.6;3.0
2026-05-12 07:34:12;ibm_kingston;271.46;177.59;2.64
2026-05-12 07:34:12;ibm_marrakesh;207.39;124.13;2.87
2026-05-12 19:34:17;ibm_fez;155.19;109.6;3.2
2026-05-12 19:34:17;ibm_kingston;271.46;177.59;2.65
2026-05-12 19:34:17;ibm_marrakesh;207.39;124.13;3.12
2026-05-13 07:34:21;ibm_fez;155.19;109.6;3.86
2026-05-13 07:34:21;ibm_kingston;271.46;177.59;2.61
2026-05-13 07:34:21;ibm_marrakesh;207.39;124.13;3.99
2026-05-13 19:34:26;ibm_fez;155.19;109.6;3.45
2026-05-13 19:34:26;ibm_kingston;271.46;177.59;2.75
2026-05-13 19:34:26;ibm_marrakesh;207.39;124.13;3.57
2026-05-14 07:34:30;ibm_fez;143.7;105.27;3.63
2026-05-14 07:34:30;ibm_kingston;267.21;157.3;2.85
2026-05-14 07:34:30;ibm_marrakesh;198.2;121.95;3.65
2026-05-14 19:34:36;ibm_fez;143.7;105.27;3.65
2026-05-14 19:34:36;ibm_kingston;267.21;157.3;2.6
2026-05-14 19:34:36;ibm_marrakesh;198.2;121.95;4.09
2026-05-15 07:34:57;ibm_fez;102.68;80.56;3.3
2026-05-15 07:34:57;ibm_kingston;170.92;114.12;2.63
2026-05-15 07:34:57;ibm_marrakesh;196.8;109.39;3.48
2026-05-15 19:35:02;ibm_fez;102.68;80.56;3.54
2026-05-15 19:35:02;ibm_kingston;170.92;114.12;2.66
2026-05-15 19:35:02;ibm_marrakesh;196.8;109.39;3.07
2026-05-16 07:35:07;ibm_fez;102.57;80.57;3.41
2026-05-16 07:35:07;ibm_kingston;170.39;119.1;2.81
2026-05-16 07:35:07;ibm_marrakesh;204.48;124.1;3.39
2026-05-16 19:35:11;ibm_fez;102.57;80.57;3.45
2026-05-16 19:35:11;ibm_kingston;171.06;120.55;2.51
2026-05-16 19:35:11;ibm_marrakesh;204.48;124.1;4.21
2026-05-17 07:35:16;ibm_fez;102.2;81.36;3.73
2026-05-17 07:35:16;ibm_kingston;171.06;120.55;2.68
2026-05-17 07:35:16;ibm_marrakesh;204.08;118.4;4.02
2026-05-17 19:35:21;ibm_fez;102.2;81.36;3.08
2026-05-17 19:35:21;ibm_kingston;171.06;120.55;3.04
2026-05-17 19:35:21;ibm_marrakesh;204.08;118.4;3.07
2026-05-18 07:35:25;ibm_fez;102.34;80.33;2.82
2026-05-18 07:35:25;ibm_kingston;170.29;124.64;2.68
2026-05-18 07:35:25;ibm_marrakesh;197.27;112.98;3.02
2026-05-18 19:35:29;ibm_fez;102.34;80.33;3.03
2026-05-18 19:35:29;ibm_kingston;170.29;124.64;3.0
2026-05-18 19:35:29;ibm_marrakesh;197.27;112.98;2.9
2026-05-19 07:35:34;ibm_fez;99.04;67.84;3.03
2026-05-19 07:35:34;ibm_kingston;170.91;119.95;3.03
2026-05-19 07:35:34;ibm_marrakesh;195.25;120.73;3.01
2026-05-19 19:35:38;ibm_fez;99.04;67.84;3.23
2026-05-19 19:35:38;ibm_kingston;170.91;119.95;2.06
2026-05-19 19:35:38;ibm_marrakesh;195.25;120.73;2.55
2026-05-20 07:35:43;ibm_fez;98.86;67.25;3.22
2026-05-20 07:35:43;ibm_kingston;170.88;114.73;2.2
2026-05-20 07:35:43;ibm_marrakesh;194.06;116.52;2.8
2026-05-20 19:35:47;ibm_fez;98.86;67.25;3.06
2026-05-20 19:35:47;ibm_kingston;170.88;114.73;2.5
2026-05-20 19:35:47;ibm_marrakesh;194.06;116.52;2.9
2026-05-21 07:35:52;ibm_fez;98.26;67.44;3.05
2026-05-21 07:35:52;ibm_kingston;169.83;114.44;2.48
2026-05-21 07:35:52;ibm_marrakesh;194.06;116.52;2.55
